"x1","y1","x2","y2"
4.43952435344779,3.61661511881154,3.80229500871179,1.07930714474022
4.76982251051672,3.67825778493727,3.09868523911482,1.31523426197101
6.55870831414912,4.02907379063784,4.0585046413814,2.5071752954617
5.07050839142458,3.46863923808864,2.01612794480914,3.20574806137916
5.12928773516095,4.10162678736789,4.01727750016463,3.02127309539999
6.71506498688328,5.34569866902397,4.25808488269301,2.31013198740344
5.4609162059892,2.62406436387604,2.72987663548095,2.25645568746733
3.73493876539347,4.33246206299033,1.60434116116815,2.06762401953045
4.31314714810647,5.53061919084851,3.02288741490592,2.88461331252478
4.55433802990004,6.40387542721045,2.87869519237874,3.22527316646343
6.22408179743946,6.16840053143243,4.02809658874395,5.15012820329563
5.35981382705736,5.36471891191317,2.77877070570044,1.73363789900123
5.40077145059405,2.89350103606389,4.62915751886636,1.77821344669525
5.11068271594512,3.93169810677675,3.32887895756154,0.659765683931121
4.44415886524593,3.98120120299116,3.8782757350391,2.50876510608806
6.78691313680308,5.73959784379782,2.46001640095498,3.85181722857656
5.49785047822924,4.543683809465,3.29510373701175,3.52378836448985
3.03338284337036,2.65136622495094,1.50657883340171,-0.176231427152286
5.70135590156369,6.39484247856322,3.15130550300176,3.45828817933688
4.52720859227207,5.26955386947758,4.55480239341083,3.83523836812516
3.93217629401315,4.41708316069497,1.71727924332998,1.82883820324546
4.78202508534171,5.65271613592832,3.77626797818294,2.56956853723994
3.97399555169276,2.85342437827286,3.2348316799647,1.50953952871463
4.27110877070886,4.94215292900246,3.26653712188934,2.6959870498183
4.37496073215074,3.7895758433318,2.24519115274532,2.48545431114457
3.31330668925759,4.67773752862799,3.34513349573372,3.25668238734614
5.83778704449453,4.69051415868828,3.99346681945759,2.38359429556877
5.15337311783651,5.17897264838241,2.7616827634891,2.74394880751459
3.86186306298805,5.49407653395581,1.91930760020354,4.5742152216583
6.25381492106993,4.88343456663788,5.77296832145706,2.92363446125414
5.42646422147681,5.64549790339514,3.29952917508268,2.9518480709696
4.70492851700773,3.22304451995434,1.5126158393603,0.68591615945575
5.89512566104502,4.04693325787749,4.18355697230093,2.21057070735328
5.87813348753304,6.28265775764809,4.44378250014486,2.92381552927904
5.82158108163749,5.12386229751518,2.8524955317437,2.62286636332232
5.68864025410009,2.6543692557963,1.82082884734374,1.17027761471159
5.55391765353759,3.3021378439789,3.34434438183769,1.32679438099116
4.93808828942328,4.28064547123786,4.23669027232675,1.62944811198138
4.69403733626008,5.27399060521251,3.91071601731826,2.40739636339119
4.61952899898762,4.28397544398106,2.77220964896044,3.27004919591409
4.30529302107949,4.9157753783445,2.46845100094114,3.23610875469321
4.7920827219804,5.39663019438195,3.69222080526703,2.34988025559637
3.73460364843174,5.79143592339246,3.15147168666729,1.34130157056917
7.16895596533851,5.20670352287652,5.12958808459874,2.12391026285569
6.20796199830499,4.8104066933106,3.7494239775835,2.17875045056233
3.87689141679665,2.40983006589673,3.13989496414015,1.434531571421
4.59711516470092,4.4784621434981,2.52960078918108,1.72101055330868
4.53334464637678,3.78815333601747,2.75986723029591,3.57394035171018
5.77996511833632,3.7599799526968,4.23463016868824,1.86417446537767
4.91663093352817,4.29508304901091,4.10930936346796,1.23854073676557
5.25331851399475,5.59093872694208,2.19404324122309,2.6486979363503
4.9714532446513,2.49868748470681,3.07121644487993,0.692318253073121
4.95712954270868,4.05985957560718,3.77755989586348,2.244581350334
6.36860228401446,5.02721796878704,3.02908528497213,2.83465430718816
4.77422901434073,3.53906113424727,3.47942721391999,2.17751744443569
6.51647060442954,5.28884412382809,3.65346471066295,1.46969810267482
3.45124719576978,4.44680407934666,3.43118682348577,2.30041538409216
5.58461374963607,4.64234796561483,4.15156209362311,2.66376062564286
5.12385424384461,2.07125807939336,3.59142057379747,0.204001898138214
5.21594156874397,7.13624061648983,4.13179437109958,4.14038291525466
5.37963948275988,4.40859258735976,4.2624570061781,2.92873768649536
4.4976765468907,5.00049624565488,4.35334914522795,4.28966164187458
4.66679261633058,4.67380427593572,4.84115557571694,2.46156336190793
3.98142461689291,5.21910061988622,3.01181638862445,2.52316953165818
3.92820877352442,4.99612207843141,1.16408793018257,2.46853837599096
5.30352864140426,4.38126542119277,3.55323820861588,2.33867201733777
5.44820977862943,5.01263070579733,3.89107999723416,1.07109503991174
5.0530042267305,3.57049243689526,3.11632432302879,0.596595750517359
5.92226746787974,5.63360325126324,4.54248528081418,2.78363687386031
7.05008468562714,4.65398706680379,5.26438212778574,2.10174939083103
4.50896883394346,6.76946400397125,3.19399127363172,3.20247170502879
2.69083112435919,2.15620044161957,1.54137938877862,-0.557403409524679
6.00573852446226,4.33773431437266,4.18868989214593,1.13670897457388
4.29079923741761,5.11261963398452,2.7277445523144,1.59294102618458
4.31199138353264,4.80372996193846,3.1897555909446,3.14153769997684
6.0255713696967,4.21819037239401,2.28705768021891,1.41104128025518
4.71522699294899,3.41778735567717,2.14525119049183,1.19902647870454
3.77928228774546,4.27826039103434,1.6830888415963,2.15313144012752
5.18130347974915,4.54008363075783,2.81576950864435,2.07596671081796
4.86110863756096,2.66805135400423,2.40952096723679,1.67046514829216
5.00576418589989,4.53628032290382,3.7159822715678,4.15913813338807
5.38528040112633,4.80581443603036,4.43949348978735,1.56117087751819
4.62933996820759,4.56352838744412,2.64546883832259,2.04396963987056
5.64437654851883,3.63829592195297,2.75237627274761,1.60634846383808
4.77951343818125,4.909987309757,2.53840309385042,3.65186260918689
5.3317819639157,5.97810472613395,3.5298409460937,2.30883214853293
6.09683901314935,5.28528810712462,3.91425387347755,2.65812962114421
5.4351814908338,3.4949659768758,3.80347796786268,2.57121143129187
4.67406841446877,3.96657505464873,2.87328934442942,1.20716443454765
6.14880761845109,5.19074590508894,2.44976157515532,4.01531977647429
5.99350385596212,4.15100552547037,3.75380561263502,2.80036252816376
5.54839695950807,2.50687275283714,4.22532247884271,0.698223509461381
5.23873173511144,5.45587034056164,4.66382095047631,3.06988355698199
4.37209392396063,3.48215056556367,2.25130650060406,1.65942390403508
6.36065244853001,4.33463546379072,2.80903208211309,2.62050244796476
4.39974041285287,5.8238227328604,5.33108314649074,2.69752297681692
7.18733299301658,4.38205496829957,4.34013993618467,3.32796811604416
6.53261062618519,5.80551472804485,4.34944725861707,1.89458664527379
4.76429964089952,3.16860701345108,3.3523305740985,1.32577941171365
3.97357909969322,3.83753132683399,1.46306424991811,1.7330178984986
4.2895934363007,4.21332201175373,2.40488583154807,1.3176491684505
5.25688370915653,3.4084136883226,2.07777066801078,1.05708981123174
